Sentiments,Tweets
Positive,Catching the new DLC!!!. @ Borderlands @ DuvalMagic @ GearboxOfficial pic.fm / PKZJxlGXLj
Positive,Loving the new DLC!!!. RhandlerR RhandlerR RhandlerR pic.twitter.com/PKZJxlGXLj
Positive,F Loving the new DLC!!!. RhandlerR RhandlerR RhandlerR pic.twitter.com/PKZJxlGXLj
Positive,Lil preview of a Maya drawing I've been chipping away at! Been sinking a lot of time into Borderlands in my off hours lately pic.twitter.com/1nYE0S5cMe
Positive,"Lil preview of a Mayan drawing I've been working on! Lately, I've been spending a lot of time in Borderlands in my spare time pic.twitter.com / 1nYE0S5cMe"
Positive,Lil preview of a Maya drawing I've been chiming away at! Been sinking a lot of time into Borderlands in my offer hours late pic.facebook.com / 1nYE0S5cMe
Positive,Lil preview of a Maya drawing I've been chipping away at! Been sinking a lot of time into Borderlands in my off hours lately pic.twitter.com/1nYE0S5cMe
Positive,C Lil preview of a Maya drawing I've been chipping away at! Been sinking a lot of time into Borderlands in my off hours lately pic.twitter.com/1nYE0S5cMe
Positive,Have u played borderlands 3? Pretty fun imo. Anyways whateves pic.twitter.com/Uoute82ADo
Positive,Have u played Borderlands 3? Pretty fun imo. Anyway whateves pic.twitter.com / Uoute82ADo
Positive,Have u played borderlands 3? Pretty fun imo. Anyways whatsoever pic.facebook.com / Uoute82ADo
Positive,Have u played borderlands 3? Pretty fun imo. Anyways whateves pic.twitter.com/Uoute82ADo
Positive,TV Have u played borderlands 3? Pretty fun imo. Anyways whateves pic.twitter.com/Uoute82ADo
Positive,"Just started playing Borderlands 3: guns, love, and tentacles only to hear the voice of half of my favorite youtube channel @GameGrumps . Hell yeah @egoraptor , forever apart of one of the best @GearboxOfficial games as a creepy ass character."
Positive,"I just started playing Borderlands 3: weapons, love and tentacles, just to hear the voice of half of my favorite channel @ GameGrumps. Hell yeah @ egoraptor, forever separated from one of the best @ GearboxOfficial games as a creepy ass character."
Positive,"Just started playing Borderlands 3: Weapons, Love, and Tentacles just to hear the voice of half of my favorite YouTube channel @ GameGrup."
Positive,"Just started playing Borderlands 3: guns, love, and tentacles wanting to lose the voices of half of another favorite youtube channel @GameGrumps. Hell yeah @egoraptor, forever apart of one of the best @GearboxOfficial games as a creepy ass cartoon."
Positive,"He Just started off playing it Borderlands Season 3 : with guns, love, and tentacles only later to hear the voice of my half of my favorite youtube channel @GameGrumps. Hell yeah @egoraptor, forever apart because of one of the best @GearboxOfficial with games plays as a creepy ass character."
Positive,"Just started playing Borderlands 3: guns, love, bad tentacles again and hear a voice of half of an old music channel @GameGrumps. Hell yeah @egoraptor, the apart of one of the best @GearboxOfficial games as a creepy ass demon."
Positive,I know it doesnt look like much but borderlands is my favorite game!!! Thank you @SmilingOcean_ pic.twitter.com/X3dyPtNALD
Positive,"I know it doesn't look like much, but Borderlands is my favorite game!!! Thank you @ SmilingOcean _ pic.twitter.com / X3dyPtNALD"
Positive,I know it doesn't look like much but borderlands is my favorite game!!! Thank you @ SmilingOcean _ pic.it / X3dyPtNALD
Positive,I know it doesnt look like much but borderlands is my favorite game!!! Thank you RhandlerR pic.twitter.com/X3dyPtNALD
Positive,N I know it doesnt look like much but borderlands is my favorite game!!! Thank you RhandlerR pic.twitter.com/X3dyPtNALD
Negative,My most despised area in Borderlands 1 is now the Rust Commons area. . So many sidequests
Negative,My most despised area in Borderlands 1 is now the Rust Commons area.
Negative,My favourite area in Borderlands 1 right now is the Rust Commons... So many sidewalks
Negative,My most despised area in Borderlands 1 is still the Great Commons area.. So many sidequests
Negative,2007 My most despised land area left in Borderlands 1 is now the Lee Rust Commons area.. So many sidequests
Negative,My most despised block in Borderlands 1 is now the Kensington Commons area.. So many bad
Negative,Holy fuck???!!??!
Negative,Holy shit???!!??!
Negative,Holy fuck???!!?!?!
Negative,Holy Week!
Negative,The Holy shit fuck???!!??!
Negative,Holy Sick??!
Positive,We've been playing a lot of Borderlands 2 on  . . Also gotta love this stunning cosplay by Kunaii Cosplay! instagram.com/xxkunaiixx/ https://t.co/GiWX2aqtUy
Positive,We played a lot of Borderlands 2... Also I must love this stunning cosplay from Kunaii Cosplay! instagram.com / xxkunaiixx / https: / / t.co / GiWX2aqtUy
Positive,We've been playing a lot of Borderlands 2 on.. Also global love this stunning cosplay by Kunaii Cosplay! instagram.com / xxxaiii.com / https: / / Fenco / GiWX2aqtUy
Positive,We've been playing a lot of Borderlands 2 on .. Also gotta save this monkey cosplay on Fox Cosplay! instagram.com/xxkunaiixx/ https://t.co/GiWX2aqtUy]
Positive,We've been over playing a lot thinking of Borderlands using 2 tracks on.. x Also your gotta love read this stunning little cosplay by Kunaii Cosplay! to instagram. com / xxkunaiixx / https://t.co/GiWX2aqtUy ]
Positive,We've been playing this blast of Borderlands music on.. Also gotta see this face cosplay • Kunaii Jackson! instagram.com/xxkunaiixx/ https://t.co/GiWX2aqtUy]
Positive,@Borderlands @DuvalMagic @GearboxOfficial I just wanted to say a huge thank you to all of you who worked and are working on borderlands and gearbox you’ve been crushing it enven more than before covid knowing how it must have been difficult so THANK YOU. 
Positive,"@ Borderlands @ DuvalMagic @ GearboxOfficial I just wanted to say a huge thank you to all of you who have worked and continue to work on Borderlands and Gears, you crushed it more than ever before because you know how difficult it must have been, so THANK YOU."
Positive,@ Borderlands @ DuvalMagic @ GearboxOfficial I just wanted to say a huge thank you to all of you who have worked and are working on borderlands and gearbox you were broken more than ever before.
Positive,@Borderlands @DuvalMagic … I just wanted too say a huge thank you for all of them who worked and are working on borderlands and gearbox you’ve been crushing it enven more than before covid knowing how it must have been difficult so THANK IT.
Positive,@Borderlands... @DuvalMagic... @GearboxOfficial I just wanted to say saying a good huge thank you to all those of you who worked and are working on borderlands wheels and gearbox you ’ ve been crushing it enven more than months before covid knowing now how it all must have been real difficult so THANK YOU.
Positive,of @Borderlands @DuvalMagic I just gotta go offer one huge thank of to all of you who worked and are working on borderlands and gearbox you’ve been crushing here enven more than before totally understand how it must have been difficult so THANK YOU.
Positive,IM SO FUCKING EXCITED
Positive,IN THE SO FICKING EXCELLENT
Positive,The Proton-M launch vehicle that disappeared from the face of the Earth
Positive,IM SO FUCKING IN
Positive,IM AT SO GO FUCKING EXCITED
Positive,IM SO WHAT EXCITED
Positive,Well this is certainly a development.
Positive,"Well, that's certainly a development."
Positive,"Well, that's development, of course."
Positive,Well this is certainly a question.
Positive,Well... this is certainly a development.
Positive,Well this is not a development.
Positive,@UnitedHayze Glad to see my efforts have been noticed; a 4-way Borderlands Co-Op would be awesome! pic.twitter.com/vcgNcpMAvu
Positive,@ UnitedHayze Glad to see my efforts were noticed; a 4-way Borderlands Co-Op would be awesome! pic.twitter.com / vcgNcpMAvu
Positive,@ UnitedHayze to have my efforts noticed; 4-way Borderlands Co-Op would be amazing! pic.facebook.com / vcgNcpMavu
